Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
3	leaf-2	258	appFace://	OutSatisfiedInterests	0	0	0	0
3	leaf-2	258	appFace://	OutTimedOutInterests	0	0	0	0
3	leaf-2	-1	all	SatisfiedInterests	99.9941	0	50	0
3	leaf-2	-1	all	TimedOutInterests	0.000512	0	0	0
3	leaf-3	1	internal://	InInterests	0	0	0	0
3	leaf-3	1	internal://	OutInterests	0	0	0	0
3	leaf-3	1	internal://	InData	0	0	0	0
3	leaf-3	1	internal://	OutData	0	0	0	0
3	leaf-3	1	internal://	InNacks	0	0	0	0
3	leaf-3	1	internal://	OutNacks	0	0	0	0
3	leaf-3	1	internal://	InSatisfiedInterests	0	0	0	0
3	leaf-3	1	internal://	InTimedOutInterests	0	0	0	0
3	leaf-3	1	internal://	OutSatisfiedInterests	0.001024	0	0	0
3	leaf-3	1	internal://	OutTimedOutInterests	0	0	0	0
3	leaf-3	2	internal://	InInterests	0	0	0	0
3	leaf-3	2	internal://	OutInterests	0	0	0	0
3	leaf-3	2	internal://	InData	0	0	0	0
3	leaf-3	2	internal://	OutData	0	0	0	0
3	leaf-3	2	internal://	InNacks	0	0	0	0
3	leaf-3	2	internal://	OutNacks	0	0	0	0
3	leaf-3	2	internal://	InSatisfiedInterests	0.000512	0	0	0
3	leaf-3	2	internal://	InTimedOutInterests	0	0	0	0
3	leaf-3	2	internal://	OutSatisfiedInterests	0	0	0	0
3	leaf-3	2	internal://	OutTimedOutInterests	0	0	0	0
3	leaf-3	256	internal://	InInterests	0	0	0	0
3	leaf-3	256	internal://	OutInterests	0	0	0	0
3	leaf-3	256	internal://	InData	0	0	0	0
3	leaf-3	256	internal://	OutData	0	0	0	0
3	leaf-3	256	internal://	InNacks	0	0	0	0
3	leaf-3	256	internal://	OutNacks	0	0	0	0
3	leaf-3	256	internal://	InSatisfiedInterests	0.000512	0	0	0
3	leaf-3	256	internal://	InTimedOutInterests	0	0	0	0
3	leaf-3	256	internal://	OutSatisfiedInterests	0	0	0	0
3	leaf-3	256	internal://	OutTimedOutInterests	0	0	0	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	OutInterests	99.9931	3.68022	50	1.84863
3	leaf-3	257	netdev://[00:00:00:00:00:05]	InData	99.9931	103.771	50	51.8975
3	leaf-3	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	99.9931	0	50	0
3	leaf-3	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
3	leaf-3	258	appFace://	InInterests	99.9936	3.68022	50	1.84863
3	leaf-3	258	appFace://	OutInterests	0	0	0	0
3	leaf-3	258	appFace://	InData	0	0	0	0
3	leaf-3	258	appFace://	OutData	99.9931	103.771	50	51.8975
3	leaf-3	258	appFace://	InNacks	0	0	0	0
3	leaf-3	258	appFace://	OutNacks	0.000512	0	0	0
3	leaf-3	258	appFace://	InSatisfiedInterests	99.9931	0	50	0
3	leaf-3	258	appFace://	InTimedOutInterests	0	0	0	0
3	leaf-3	258	appFace://	OutSatisfiedInterests	0	0	0	0
3	leaf-3	258	appFace://	OutTimedOutInterests	0	0	0	0
3	leaf-3	-1	all	SatisfiedInterests	99.9941	0	50	0
3	leaf-3	-1	all	TimedOutInterests	0.000512	0	0	0
3	leaf-4	1	internal://	InInterests	0	0	0	0
3	leaf-4	1	internal://	OutInterests	0	0	0	0
3	leaf-4	1	internal://	InData	0	0	0	0
3	leaf-4	1	internal://	OutData	0	0	0	0
3	leaf-4	1	internal://	InNacks	0	0	0	0
3	leaf-4	1	internal://	OutNacks	0	0	0	0
3	leaf-4	1	internal://	InSatisfiedInterests	0	0	0	0
3	leaf-4	1	internal://	InTimedOutInterests	0	0	0	0
3	leaf-4	1	internal://	OutSatisfiedInterests	0.001024	0	0	0
3	leaf-4	1	internal://	OutTimedOutInterests	0	0	0	0
3	leaf-4	2	internal://	InInterests	0	0	0	0
3	leaf-4	2	internal://	OutInterests	0	0	0	0
3	leaf-4	2	internal://	InData	0	0	0	0
3	leaf-4	2	internal://	OutData	0	0	0	0
3	leaf-4	2	internal://	InNacks	0	0	0	0
3	leaf-4	2	internal://	OutNacks	0	0	0	0
3	leaf-4	2	internal://	InSatisfiedInterests	0.000512	0	0	0
3	leaf-4	2	internal://	InTimedOutInterests	0	0	0	0
3	leaf-4	2	internal://	OutSatisfiedInterests	0	0	0	0
3	leaf-4	2	internal://	OutTimedOutInterests	0	0	0	0
3	leaf-4	256	internal://	InInterests	0	0	0	0
3	leaf-4	256	internal://	OutInterests	0	0	0	0
3	leaf-4	256	internal://	InData	0	0	0	0
3	leaf-4	256	internal://	OutData	0	0	0	0
3	leaf-4	256	internal://	InNacks	0	0	0	0
3	leaf-4	256	internal://	OutNacks	0	0	0	0
3	leaf-4	256	internal://	InSatisfiedInterests	0.000512	0	0	0
3	leaf-4	256	internal://	InTimedOutInterests	0	0	0	0
3	leaf-4	256	internal://	OutSatisfiedInterests	0	0	0	0
3	leaf-4	256	internal://	OutTimedOutInterests	0	0	0	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	InInterests	0	0	0	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	OutInterests	99.9936	3.6818	50	1.84961
3	leaf-4	257	netdev://[00:00:00:00:00:07]	InData	99.9936	103.773	50	51.8984
3	leaf-4	257	netdev://[00:00:00:00:00:07]	OutData	0	0	0	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	InNacks	0	0	0	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	0	0	0	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	99.9936	0	50	0
3	leaf-4	257	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
3	leaf-4	258	appFace://	InInterests	99.9936	3.6818	50	1.84961
3	leaf-4	258	appFace://	OutInterests	0	0	0	0
3	leaf-4	258	appFace://	InData	0	0	0	0
3	leaf-4	258	appFace://	OutData	99.9936	103.773	50	51.8984
3	leaf-4	258	appFace://	InNacks	0	0	0	0
3	leaf-4	258	appFace://	OutNacks	0	0	0	0
3	leaf-4	258	appFace://	InSatisfiedInterests	99.9936	0	50	0
3	leaf-4	258	appFace://	InTimedOutInterests	0	0	0	0
3	leaf-4	258	appFace://	OutSatisfiedInterests	0	0	0	0
3	leaf-4	258	appFace://	OutTimedOutInterests	0	0	0	0
3	leaf-4	-1	all	SatisfiedInterests	99.9946	0	50	0
3	leaf-4	-1	all	TimedOutInterests	0	0	0	0
3	rtr-1	1	internal://	InInterests	0	0	0	0
3	rtr-1	1	internal://	OutInterests	0	0	0	0
3	rtr-1	1	internal://	InData	0	0	0	0
3	rtr-1	1	internal://	OutData	0	0	0	0
3	rtr-1	1	internal://	InNacks	0	0	0	0
3	rtr-1	1	internal://	OutNacks	0	0	0	0
3	rtr-1	1	internal://	InSatisfiedInterests	0	0	0	0
3	rtr-1	1	internal://	InTimedOutInterests	0	0	0	0
3	rtr-1	1	internal://	OutSatisfiedInterests	0.000512	0	0	0
3	rtr-1	1	internal://	OutTimedOutInterests	0	0	0	0
3	rtr-1	2	internal://	InInterests	0	0	0	0
3	rtr-1	2	internal://	OutInterests	0	0	0	0
3	rtr-1	2	internal://	InData	0	0	0	0
3	rtr-1	2	internal://	OutData	0	0	0	0
3	rtr-1	2	internal://	InNacks	0	0	0	0
3	rtr-1	2	internal://	OutNacks	0	0	0	0
3	rtr-1	2	internal://	InSatisfiedInterests	0.000512	0	0	0
3	rtr-1	2	internal://	InTimedOutInterests	0	0	0	0
3	rtr-1	2	internal://	OutSatisfiedInterests	0	0	0	0
3	rtr-1	2	internal://	OutTimedOutInterests	0	0	0	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	InInterests	99.9931	3.68022	50	1.84863
3	rtr-1	257	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	OutData	99.9931	103.771	50	51.8975
3	rtr-1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	99.9931	0	50	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
3	rtr-1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	InInterests	99.9931	3.68022	50	1.84863
3	rtr-1	258	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	OutData	99.9931	103.771	50	51.8975
3	rtr-1	258	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	99.9931	0	50	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
3	rtr-1	258	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	OutInterests	199.986	7.36044	100	3.69727
3	rtr-1	259	netdev://[00:00:00:00:00:09]	InData	199.986	207.542	100	103.795
3	rtr-1	259	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	199.986	0	100	0
3	rtr-1	259	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
3	rtr-1	-1	all	SatisfiedInterests	199.987	0	100	0
3	rtr-1	-1	all	TimedOutInterests	0	0	0	0
3	rtr-2	1	internal://	InInterests	0	0	0	0
3	rtr-2	1	internal://	OutInterests	0	0	0	0
3	rtr-2	1	internal://	InData	0	0	0	0
3	rtr-2	1	internal://	OutData	0	0	0	0
3	rtr-2	1	internal://	InNacks	0	0	0	0
3	rtr-2	1	internal://	OutNacks	0	0	0	0
3	rtr-2	1	internal://	InSatisfiedInterests	0	0	0	0
3	rtr-2	1	internal://	InTimedOutInterests	0	0	0	0
3	rtr-2	1	internal://	OutSatisfiedInterests	0.000512	0	0	0
3	rtr-2	1	internal://	OutTimedOutInterests	0	0	0	0
3	rtr-2	2	internal://	InInterests	0	0	0	0
3	rtr-2	2	internal://	OutInterests	0	0	0	0
3	rtr-2	2	internal://	InData	0	0	0	0
3	rtr-2	2	internal://	OutData	0	0	0	0
3	rtr-2	2	internal://	InNacks	0	0	0	0
3	rtr-2	2	internal://	OutNacks	0	0	0	0
3	rtr-2	2	internal://	InSatisfiedInterests	0.000512	0	0	0
3	rtr-2	2	internal://	InTimedOutInterests	0	0	0	0
3	rtr-2	2	internal://	OutSatisfiedInterests	0	0	0	0
3	rtr-2	2	internal://	OutTimedOutInterests	0	0	0	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	InInterests	99.9931	3.68022	50	1.84863
3	rtr-2	257	netdev://[00:00:00:00:00:06]	OutInterests	0	0	0	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	InData	0	0	0	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	OutData	99.9931	103.771	50	51.8975
3	rtr-2	257	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	99.9931	0	50	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	0	0	0	0
3	rtr-2	257	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	InInterests	99.9936	3.6818	50	1.84961
3	rtr-2	258	netdev://[00:00:00:00:00:08]	OutInterests	0	0	0	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	InData	0	0	0	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	OutData	99.9936	103.773	50	51.8984
3	rtr-2	258	netdev://[00:00:00:00:00:08]	InNacks	0	0	0	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	OutNacks	0	0	0	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	99.9936	0	50	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	0	0	0	0
3	rtr-2	258	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	InInterests	0	0	0	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutInterests	199.987	7.36202	100	3.69824
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	InData	199.987	207.544	100	103.796
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutData	0	0	0	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	InNacks	0	0	0	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutNacks	0	0	0	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	InSatisfiedInterests	0	0	0	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	InTimedOutInterests	0	0	0	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutSatisfiedInterests	199.987	0	100	0
3	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutTimedOutInterests	0	0	0	0
3	rtr-2	-1	all	SatisfiedInterests	199.987	0	100	0
3	rtr-2	-1	all	TimedOutInterests	0	0	0	0
3	root	1	internal://	InInterests	0	0	0	0
3	root	1	internal://	OutInterests	0	0	0	0
3	root	1	internal://	InData	0	0	0	0
3	root	1	internal://	OutData	0	0	0	0
3	root	1	internal://	InNacks	0	0	0	0
3	root	1	internal://	OutNacks	0	0	0	0
3	root	1	internal://	InSatisfiedInterests	0	0	0	0
3	root	1	internal://	InTimedOutInterests	0	0	0	0
3	root	1	internal://	OutSatisfiedInterests	0.001024	0	0	0
3	root	1	internal://	OutTimedOutInterests	0	0	0	0
3	root	2	internal://	InInterests	0	0	0	0
3	root	2	internal://	OutInterests	0	0	0	0
3	root	2	internal://	InData	0	0	0	0
3	root	2	internal://	OutData	0	0	0	0
3	root	2	internal://	InNacks	0	0	0	0
3	root	2	internal://	OutNacks	0	0	0	0
3	root	2	internal://	InSatisfiedInterests	0.000512	0	0	0
3	root	2	internal://	InTimedOutInterests	0	0	0	0
3	root	2	internal://	OutSatisfiedInterests	0	0	0	0
3	root	2	internal://	OutTimedOutInterests	0	0	0	0
3	root	256	internal://	InInterests	0	0	0	0
3	root	256	internal://	OutInterests	0	0	0	0
3	root	256	internal://	InData	0	0	0	0
3	root	256	internal://	OutData	0	0	0	0
3	root	256	internal://	InNacks	0	0	0	0
3	root	256	internal://	OutNacks	0	0	0	0
3	root	256	internal://	InSatisfiedInterests	0.000512	0	0	0
3	root	256	internal://	InTimedOutInterests	0	0	0	0
3	root	256	internal://	OutSatisfiedInterests	0	0	0	0
3	root	256	internal://	OutTimedOutInterests	0	0	0	0
3	root	257	netdev://[00:00:00:00:00:0a]	InInterests	199.986	7.36044	100	3.69727
3	root	257	netdev://[00:00:00:00:00:0a]	OutInterests	0	0	0	0
3	root	257	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
3	root	257	netdev://[00:00:00:00:00:0a]	OutData	199.986	207.542	100	103.795
3	root	257	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
3	root	257	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
3	root	257	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	199.986	0	100	0
3	root	257	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
3	root	257	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
3	root	257	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
3	root	258	netdev://[00:00:00:00:00:0c]	InInterests	199.987	7.36202	100	3.69824
3	root	258	netdev://[00:00:00:00:00:0c]	OutInterests	0	0	0	0
3	root	258	netdev://[00:00:00:00:00:0c]	InData	0	0	0	0
3	root	258	netdev://[00:00:00:00:00:0c]	OutData	199.987	207.544	100	103.796
3	root	258	netdev://[00:00:00:00:00:0c]	InNacks	0	0	0	0
3	root	258	netdev://[00:00:00:00:00:0c]	OutNacks	0	0	0	0
3	root	258	netdev://[00:00:00:00:00:0c]	InSatisfiedInterests	199.987	0	100	0
3	root	258	netdev://[00:00:00:00:00:0c]	InTimedOutInterests	0	0	0	0
3	root	258	netdev://[00:00:00:00:00:0c]	OutSatisfiedInterests	0	0	0	0
3	root	258	netdev://[00:00:00:00:00:0c]	OutTimedOutInterests	0	0	0	0
3	root	259	appFace://	InInterests	0	0	0	0
3	root	259	appFace://	OutInterests	399.973	14.7225	200	7.39551
3	root	259	appFace://	InData	399.973	415.086	200	207.591
3	root	259	appFace://	OutData	0	0	0	0
3	root	259	appFace://	InNacks	0	0	0	0
3	root	259	appFace://	OutNacks	0	0	0	0
3	root	259	appFace://	InSatisfiedInterests	0	0	0	0
3	root	259	appFace://	InTimedOutInterests	0	0	0	0
3	root	259	appFace://	OutSatisfiedInterests	399.973	0	200	0
3	root	259	appFace://	OutTimedOutInterests	0	0	0	0
3	root	-1	all	SatisfiedInterests	399.974	0	200	0
3	root	-1	all	TimedOutInterests	0	0	0	0
3.5	leaf-1	1	internal://	InInterests	0	0	0	0
3.5	leaf-1	1	internal://	OutInterests	0	0	0	0
3.5	leaf-1	1	internal://	InData	0	0	0	0
3.5	leaf-1	1	internal://	OutData	0	0	0	0
3.5	leaf-1	1	internal://	InNacks	0	0	0	0
3.5	leaf-1	1	internal://	OutNacks	0	0	0	0
3.5	leaf-1	1	internal://	InSatisfiedInterests	0	0	0	0
3.5	leaf-1	1	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-1	1	internal://	OutSatisfiedInterests	0.0001024	0	0	0
3.5	leaf-1	1	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-1	2	internal://	InInterests	0	0	0	0
3.5	leaf-1	2	internal://	OutInterests	0	0	0	0
3.5	leaf-1	2	internal://	InData	0	0	0	0
3.5	leaf-1	2	internal://	OutData	0	0	0	0
3.5	leaf-1	2	internal://	InNacks	0	0	0	0
3.5	leaf-1	2	internal://	OutNacks	0	0	0	0
3.5	leaf-1	2	internal://	InSatisfiedInterests	0.0001024	0	0	0
3.5	leaf-1	2	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-1	2	internal://	OutSatisfiedInterests	0	0	0	0
3.5	leaf-1	2	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutInterests	99.9986	3.70479	50	1.85547
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InData	99.9986	103.801	50	51.9043
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	99.9986	0	50	0
3.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
3.5	leaf-1	258	appFace://	InInterests	99.9986	3.70479	50	1.85547
3.5	leaf-1	258	appFace://	OutInterests	0	0	0	0
3.5	leaf-1	258	appFace://	InData	0	0	0	0
3.5	leaf-1	258	appFace://	OutData	99.9986	103.801	50	51.9043
3.5	leaf-1	258	appFace://	InNacks	0	0	0	0
3.5	leaf-1	258	appFace://	OutNacks	0	0	0	0
3.5	leaf-1	258	appFace://	InSatisfiedInterests	99.9986	0	50	0
3.5	leaf-1	258	appFace://	InTimedOutInterests	0	0	0	0
3.5	leaf-1	258	appFace://	OutSatisfiedInterests	0	0	0	0
3.5	leaf-1	258	appFace://	OutTimedOutInterests	0	0	0	0
3.5	leaf-1	-1	all	SatisfiedInterests	99.9987	0	50	0
3.5	leaf-1	-1	all	TimedOutInterests	0	0	0	0
3.5	leaf-2	1	internal://	InInterests	0	0	0	0
3.5	leaf-2	1	internal://	OutInterests	0	0	0	0
3.5	leaf-2	1	internal://	InData	0	0	0	0
3.5	leaf-2	1	internal://	OutData	0	0	0	0
3.5	leaf-2	1	internal://	InNacks	0	0	0	0
3.5	leaf-2	1	internal://	OutNacks	0	0	0	0
3.5	leaf-2	1	internal://	InSatisfiedInterests	0	0	0	0
3.5	leaf-2	1	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-2	1	internal://	OutSatisfiedInterests	0.0002048	0	0	0
3.5	leaf-2	1	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-2	2	internal://	InInterests	0	0	0	0
3.5	leaf-2	2	internal://	OutInterests	0	0	0	0
3.5	leaf-2	2	internal://	InData	0	0	0	0
3.5	leaf-2	2	internal://	OutData	0	0	0	0
3.5	leaf-2	2	internal://	InNacks	0	0	0	0
3.5	leaf-2	2	internal://	OutNacks	0	0	0	0
3.5	leaf-2	2	internal://	InSatisfiedInterests	0.0001024	0	0	0
3.5	leaf-2	2	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-2	2	internal://	OutSatisfiedInterests	0	0	0	0
3.5	leaf-2	2	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-2	256	internal://	InInterests	0	0	0	0
3.5	leaf-2	256	internal://	OutInterests	0	0	0	0
3.5	leaf-2	256	internal://	InData	0	0	0	0
3.5	leaf-2	256	internal://	OutData	0	0	0	0
3.5	leaf-2	256	internal://	InNacks	0	0	0	0
3.5	leaf-2	256	internal://	OutNacks	0	0	0	0
3.5	leaf-2	256	internal://	InSatisfiedInterests	0.0001024	0	0	0
3.5	leaf-2	256	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-2	256	internal://	OutSatisfiedInterests	0	0	0	0
3.5	leaf-2	256	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InInterests	0	0	0	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutInterests	99.9986	3.70479	50	1.85547
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InData	99.9986	103.801	50	51.9043
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	99.9986	0	50	0
3.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
3.5	leaf-2	258	appFace://	InInterests	99.9986	3.70479	50	1.85547
3.5	leaf-2	258	appFace://	OutInterests	0	0	0	0
3.5	leaf-2	258	appFace://	InData	0	0	0	0
3.5	leaf-2	258	appFace://	OutData	99.9986	103.801	50	51.9043
3.5	leaf-2	258	appFace://	InNacks	0	0	0	0
3.5	leaf-2	258	appFace://	OutNacks	0	0	0	0
3.5	leaf-2	258	appFace://	InSatisfiedInterests	99.9986	0	50	0
3.5	leaf-2	258	appFace://	InTimedOutInterests	0	0	0	0
3.5	leaf-2	258	appFace://	OutSatisfiedInterests	0	0	0	0
3.5	leaf-2	258	appFace://	OutTimedOutInterests	0	0	0	0
3.5	leaf-2	-1	all	SatisfiedInterests	99.9988	0	50	0
3.5	leaf-2	-1	all	TimedOutInterests	0.0001024	0	0	0
3.5	leaf-3	1	internal://	InInterests	0	0	0	0
3.5	leaf-3	1	internal://	OutInterests	0	0	0	0
3.5	leaf-3	1	internal://	InData	0	0	0	0
3.5	leaf-3	1	internal://	OutData	0	0	0	0
3.5	leaf-3	1	internal://	InNacks	0	0	0	0
3.5	leaf-3	1	internal://	OutNacks	0	0	0	0
3.5	leaf-3	1	internal://	InSatisfiedInterests	0	0	0	0
3.5	leaf-3	1	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-3	1	internal://	OutSatisfiedInterests	0.0002048	0	0	0
3.5	leaf-3	1	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-3	2	internal://	InInterests	0	0	0	0
3.5	leaf-3	2	internal://	OutInterests	0	0	0	0
3.5	leaf-3	2	internal://	InData	0	0	0	0
3.5	leaf-3	2	internal://	OutData	0	0	0	0
3.5	leaf-3	2	internal://	InNacks	0	0	0	0
3.5	leaf-3	2	internal://	OutNacks	0	0	0	0
3.5	leaf-3	2	internal://	InSatisfiedInterests	0.0001024	0	0	0
3.5	leaf-3	2	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-3	2	internal://	OutSatisfiedInterests	0	0	0	0
3.5	leaf-3	2	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-3	256	internal://	InInterests	0	0	0	0
3.5	leaf-3	256	internal://	OutInterests	0	0	0	0
3.5	leaf-3	256	internal://	InData	0	0	0	0
3.5	leaf-3	256	internal://	OutData	0	0	0	0
3.5	leaf-3	256	internal://	InNacks	0	0	0	0
3.5	leaf-3	256	internal://	OutNacks	0	0	0	0
3.5	leaf-3	256	internal://	InSatisfiedInterests	0.0001024	0	0	0
3.5	leaf-3	256	internal://	InTimedOutInterests	0	0	0	0
3.5	leaf-3	256	internal://	OutSatisfiedInterests	0	0	0	0
3.5	leaf-3	256	internal://	OutTimedOutInterests	0	0	0	0
3.5	leaf-3	257	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
